Datacenter,Rack,Elevation,Hostname,Domain,Model,Host Serial Num,Chassis Serial Num,Service Tag,UW,CSL,Morgridge,Notes
WID,Z2 R5,5-6,spark-i162,chtc.wisc.edu,Dell EMC C6400,HQYS0Q2,,HQYS0Q2,U036404,,,
WID,Z2 R5,5-6,spark-i163,chtc.wisc.edu,Dell EMC C6400,HQXY0Q2,,HQXY0Q2,U036404,,,
WID,Z2 R5,3-4,spark-i164,chtc.wisc.edu,Dell EMC C6400,HQZX0Q2,,HQZX0Q2,U036403,,,
WID,Z2 R5,3-4,spark-i165,chtc.wisc.edu,Dell EMC C6400,HQZW0Q2,,HQZW0Q2,U036403,,,
WID,Z2 R5,3-4,spark-i166,chtc.wisc.edu,Dell EMC C6400,HQZV0Q2,,HQZV0Q2,U036403,,,
WID,Z2 R5,3-4,spark-i167,chtc.wisc.edu,Dell EMC C6400,HQZT0Q2,,HQZT0Q2,U036403,,,
WID,Z2 R5,1-2,spark-i168,chtc.wisc.edu,Dell EMC C6400,HR2W0Q2,,HR2W0Q2,U036402,,,
WID,Z2 R5,1-2,spark-i169,chtc.wisc.edu,Dell EMC C6400,HR2T0Q2,,HR2T0Q2,U036402,,,
WID,Z2 R5,1-2,spark-i170,chtc.wisc.edu,Dell EMC C6400,HR2V0Q2,,HR2V0Q2,U036402,,,
WID,Z2 R5,1-2,spark-i171,chtc.wisc.edu,Dell EMC C6400,HR1Z0Q2,,HR1Z0Q2,U036402,,,
WID,Z2 R5,9-10,spark-i172,chtc.wisc.edu,Dell EMC C6400,HR3T0Q2,,HR3T0Q2,U036401,,,
WID,Z2 R5,9-10,spark-i173,chtc.wisc.edu,Dell EMC C6400,HR2Z0Q2,,HR2Z0Q2,U036401,,,
WID,Z2 R5,9-10,spark-i174,chtc.wisc.edu,Dell EMC C6400,HR2Y0Q2,,HR2Y0Q2,U036401,,,
WID,Z2 R5,9-10,spark-i175,chtc.wisc.edu,Dell EMC C6400,HR2X0Q2,,HR2X0Q2,U036401,,,
WID,Z2 R5,11-12,spark-i176,chtc.wisc.edu,Dell EMC C6400,HQZS0Q2,,HQZS0Q2,U036399,,,
WID,Z2 R5,11-12,spark-i177,chtc.wisc.edu,Dell EMC C6400,HQYY0Q2,,HQYY0Q2,U036399,,,
WID,Z2 R5,11-12,spark-i178,chtc.wisc.edu,Dell EMC C6400,HQYX0Q2,,HQYX0Q2,U036399,,,
WID,Z2 R5,11-12,spark-i179,chtc.wisc.edu,Dell EMC C6400,HQYW0Q2,,HQYW0Q2,U036399,,,
WID,Z2 R5,13-14,spark-i180,chtc.wisc.edu,Dell EMC C6400,HR1T0Q2,,HR1T0Q2,U036400,,,
WID,Z2 R5,13-14,spark-i181,chtc.wisc.edu,Dell EMC C6400,HR0Z0Q2,,HR0Z0Q2,U036400,,,
WID,Z2 R5,13-14,spark-i182,chtc.wisc.edu,Dell EMC C6400,HR0Y0Q2,,HR0Y0Q2,U036400,,,
WID,Z2 R5,13-14,spark-i183,chtc.wisc.edu,Dell EMC C6400,HR0X0Q2,,HR0X0Q2,U036400,,,
WID,Z2 R5,15-16,spark-i184,chtc.wisc.edu,Dell EMC C6400,HR1Y0Q2,,HR1Y0Q2,U036398,,,
WID,Z2 R5,15-16,spark-i185,chtc.wisc.edu,Dell EMC C6400,HR1X0Q2,,HR1X0Q2,U036398,,,
WID,Z2 R5,15-16,spark-i186,chtc.wisc.edu,Dell EMC C6400,HR1W0Q2,,HR1W0Q2,U036398,,,
WID,Z2 R5,15-16,spark-i187,chtc.wisc.edu,Dell EMC C6400,,,,U036398,,,Disk Read Error in i187 slot
WID,Z2 R5,18,spark-a206,chtc.wisc.edu,Dell EMC PowerEdge R6525,FFG76X3,,FFG76X3,U046152,,,Ben Lindley Chassis
WID,Z2 R5,19,spark-a205,chtc.wisc.edu,Dell EMC PowerEdge R6525,CFG76X3,,CFG76X3,U046153,,,Ben Lindley Chassis
WID,Z2 R5,20,spark-a204,chtc.wisc.edu,Dell EMC PowerEdge R6525,DFG76X3,,DFG76X3,U046154,,,Ben Lindley Chassis
WID,Z2 R5,26,spark-a207,chtc.wisc.edu,Dell EMC PowerEdge R6525,1G3DWX3,,1G3DWX3,none,,,Yuan Ping Chassis. Needs Cabling
WID,Z2 R5,27,spark-a208,chtc.wisc.edu,Dell EMC PowerEdge R6525,2G3DWX3,,2G3DWX3,none,,,Yuan Ping Chassis. Needs Cabling
WID,Z2 R5,28,spark-a209,chtc.wisc.edu,Dell EMC PowerEdge R6525,3G3DWX3,,3G3DWX3,none,,,Yuan Ping Chassis. Needs Cabling
WID,Z2 R5,29,spark-a210,chtc.wisc.edu,Dell EMC PowerEdge R6525,4G3DWX3,,4G3DWX3,none,,,Yuan Ping Chassis. Needs Cabling
WID,Z2 R5,30,spark-a211,chtc.wisc.edu,Dell EMC PowerEdge R6525,5G3DWX3,,5G3DWX3,none,,,Yuan Ping Chassis. Needs Cabling
WID,Z2 R5,31,spark-a212,chtc.wisc.edu,Dell EMC PowerEdge R6525,6G3DWX3,,6G3DWX3,none,,,Yuan Ping Chassis. Needs Cabling
WID,Z2 R5,32,spark-a213,chtc.wisc.edu,Dell EMC PowerEdge R6525,7G3DWX3,,7G3DWX3,none,,,Yuan Ping Chassis. Needs Cabling
WID,Z2 R5,33,spark-a214,chtc.wisc.edu,Dell EMC PowerEdge R6525,8G3DWX3,,8G3DWX3,none,,,In WID storage waiting to be racked. Yuan Ping Chassis
WID,Z2 R5,34,spark-hv-1,chtc.wisc.edu,SuperMicro HS119-R12H13,S515042X3914049,,S515042X3914050,U047460,,,
WID,Z2 R5,35,spark-hv-2,chtc.wisc.edu,SuperMicro HS119-R12H13,S515042X3914050,,S515042X3914049,U047459,,,
WID,A12,10-11,submit0005,chtc.wisc.edu,Dell PowerEdge R515,CLSMNQ1,,CLSMNQ1,U044979,,,No tag? hostname not found in icinga
WID,A12,13-14,submit2,chtc.wisc.edu,Dell PowerEdge R520,FJT04W1,,FJT04W1,U022758,,,
WID,A12,19-20,submit3,chtc.wisc.edu,Dell PowerEdge R515,DMGG7R1,,DMGG7R1,none,,,"Torn apart - Confirmed no UW tag anywhere on the chassis. No tags inside, Joe."
WID,Z2 R10,28,tekin0000,chtc.wisc.edu,SuperMicro SYS-1029GQ-TRT,S282159X8622395,,S282159X8622395,U034068,,,"Potential SWAP, need to find Waisman dept contact (https://wiser.wisc.edu/#/asset/000000027629?unit=UWMSN)"
WID,B1,24-27,tgrant0000,chtc.wisc.edu,King Star Super Server,53511010820203W+,,53511010820203W+,none,,9000474,Torn apart - Confirmed no UW tag anywhere on the chassis
WID,B1,5-6,tiger0000,chtc.wisc.edu,King Star SSG-6029P-E1CR12H,S287468X0118433 53006010317203W+,,S287468X0118433 53006010317203W+,none,,9000457,
WID,B1,3-4,tiger0001,chtc.wisc.edu,King Star SSG-6029P-E1CR12H,S287468X0118428 53006020317203W+,,S287468X0118428 53006020317203W+,none,,9000456,
WID,B1,1-2,tiger0002,chtc.wisc.edu,King Star SSG-6029P-E1CR12H,S287468X0118432 5300603031720W+,,S287468X0118432 5300603031720W+,none,,9000455,
WID,B1,20,tiger0011,chtc.wisc.edu,"""Super Server"" baseboard X11DDW-L",53578010915203W+,,53578010915203W+,U040484,C036712 & C06713,,
WID,B1,21,tiger0012,chtc.wisc.edu,"""Super Server"" baseboard X11DDW-L",53578040915203W+,,53578040915203W+,U039220,C036733 & C06734,,
WID,B1,28,tiger0013,chtc.wisc.edu,"""Super Server"" baseboard X11DDW-L",53577010915203W+,,53577010915203W+,U039217,C036690 to C036694 & C036700,,
WID,B1,29,tiger0014,chtc.wisc.edu,"""Super Server"" baseboard X11DDW-L",53577020915203W+,,53577020915203W+,U039218,C036701 to C036706,,
WID,B5,5,tiger0015,chtc.wisc.edu,"""Super Server"" baseboard X11DDW-L",53578020915203W+,,53578020915203W+,U039219,C036719 & C036720,,
WID,B5,6,tiger0016,chtc.wisc.edu,"""Super Server"" baseboard X11DDW-L",53578030915203W+,,53578030915203W+,U040485,C036726 & C037627,,
WID,B1,7,tiger0034,chtc.wisc.edu,SuperMicro SYS-F617R2-RT+,54458020609213W+,,54458020609213W+,none,,9000510,Tiger0036 sticker on back of chassis
WID,B1,8,tiger0035,chtc.wisc.edu,SuperMicro SYS-F617R2-RT+,54458010609213W+,,54458010609213W+,none,,9000509,
WID,Z1 R8,21-24,vetsigian0000,chtc.wisc.edu,SuperMicro SYS-4029GP-TRT,S309092X8B25964,,S309092X8B25964,U036026,,,
WID,Z1 R7,31-34,vetsigian0001,chtc.wisc.edu,SuperMicro SYS-4029GP-TRT,S309092X8C26414,,S309092X8C26414,U036064,,,
WID,B1,18-19,wid-003,chtc.wisc.edu,RAX XS8-12S3-10G,AB1844968,,AB1844968,U001224,,,Tags for disks inside
WID,Z2 R2,14-15,xddfetch,chtc.wisc.edu,Dell PowerEdge R720,58KBR22,,58KBR22,U000675,,,
WID,Z1 R2,7-10,spaldingarchive0001,chtc.wisc.edu,SSG-6049P-E1CR36H,S287680X2712895,,55605010721223W+,,,,
WID,Z1 R4,1-2,hpc-ib-eth-gw,chtc.wisc.edu,Dell EMC C6400,3CQYMH3,3CC1NH3,3CQYMH3,none,,,
WID,Z1 R4,1-2,spark-a002,chtc.wisc.edu,Dell EMC C6400,3CQXMH3,3CC1NH3,3CQXMH3,none,,,
WID,Z1 R4,1-2,spark-a003,chtc.wisc.edu,Dell EMC C6400,3CQWMH3,3CC1NH3,3CQWMH3,none,,,
WID,Z1 R4,1-2,spark-a004,chtc.wisc.edu,Dell EMC C6400,3CQ2NH3,3CC1NH3,3CQ2NH3,none,,,
WID,Z1 R4,3-4,spark-a005,chtc.wisc.edu,Dell EMC C6400,3CQ1NH3,3CC0NH3,3CQ1NH3,none,,,
WID,Z1 R4,3-4,spark-a006,chtc.wisc.edu,Dell EMC C6400,3CQ0NH3,3CC0NH3,3CQ0NH3,none,,,
WID,Z1 R4,3-4,spark-a007,chtc.wisc.edu,Dell EMC C6400,3CPZMH3,3CC0NH3,3CPZMH3,none,,,
WID,Z1 R4,3-4,spark-a008,chtc.wisc.edu,Dell EMC C6400,3CPYMH3,3CC0NH3,3CPYMH3,none,,,
WID,Z1 R4,5-6,spark-a009,chtc.wisc.edu,Dell EMC C6400,3CRZMH3,3CCXMH3,3CRZMH3,none,,,
WID,Z1 R4,5-6,spark-a010,chtc.wisc.edu,Dell EMC C6400,3CRYMH3,3CCXMH3,3CRYMH3,none,,,
WID,Z1 R4,5-6,spark-a011,chtc.wisc.edu,Dell EMC C6400,3CRXMH3,3CCXMH3,3CRXMH3,none,,,
WID,Z1 R4,5-6,spark-a012,chtc.wisc.edu,Dell EMC C6400,3CRWMH3,3CCXMH3,3CRWMH3,none,,,
WID,Z1 R4,7-8,spark-a013,chtc.wisc.edu,Dell EMC C6400,3CP0NH3,3CBYMH3,3CP0NH3,none,,,
WID,Z1 R4,7-8,spark-a014,chtc.wisc.edu,Dell EMC C6400,3CNZMH3,3CBYMH3,3CNZMH3,none,,,
WID,Z1 R4,7-8,spark-a015,chtc.wisc.edu,Dell EMC C6400,3CNYMH3,3CBYMH3,3CNYMH3,none,,,
WID,Z1 R4,7-8,spark-a016,chtc.wisc.edu,Dell EMC C6400,3CNXMH3,3CBYMH3,3CNXMH3,none,,,
WID,Z1 R4,9-10,spark-a017,chtc.wisc.edu,Dell EMC C6400,3CR2NH3,3CC2NH3,3CR2NH3,none,,,: 
WID,Z1 R4,9-10,spark-a018,chtc.wisc.edu,Dell EMC C6400,3CR1NH3,3CC2NH3,3CR1NH3,none,,,
WID,Z1 R4,9-10,spark-a019,chtc.wisc.edu,Dell EMC C6400,3CR0NH3,3CC2NH3,3CR0NH3,none,,,
WID,Z1 R4,9-10,spark-a020,chtc.wisc.edu,Dell EMC C6400,3CQZMH3,3CC2NH3,3CQZMH3,none,,,
WID,Z1 R4,11-12,spark-a021,chtc.wisc.edu,Dell EMC C6400,3CNWMH3,3CBXMH3,3CNWMH3,none,,,
WID,Z1 R4,11-12,spark-a022,chtc.wisc.edu,Dell EMC C6400,3CN2NH3,3CBXMH3,3CN2NH3,none,,,
WID,Z1 R4,11-12,spark-a023,chtc.wisc.edu,Dell EMC C6400,3CN1NH3,3CBXMH3,3CN1NH3,none,,,
WID,Z1 R4,11-12,spark-a024,chtc.wisc.edu,Dell EMC C6400,3CN0NH3,3CBXMH3,3CN0NH3,none,,,
WID,Z1 R4,13-14,spark-a025,chtc.wisc.edu,Dell EMC C6400,3CPXMH3,3CBZMH3,3CPXMH3,none,,,
WID,Z1 R4,13-14,spark-a026,chtc.wisc.edu,Dell EMC C6400,3CPWMH3,3CBZMH3,3CPWMH3,none,,,
WID,Z1 R4,13-14,spark-a027,chtc.wisc.edu,Dell EMC C6400,3CP2NH3,3CBZMH3,3CP2NH3,none,,,
WID,Z1 R4,13-14,spark-a028,chtc.wisc.edu,Dell EMC C6400,3CP1NH3,3CBZMH3,3CP1NH3,none,,,
WID,Z1 R5,22-23,spark-i196,chtc.wisc.edu,Dell EMC C6400,CZ57DW2,,CZ57DW2,U046008,,,
WID,Z1 R5,22-23,spark-i197,chtc.wisc.edu,Dell EMC C6400,CZ4JDW2,,CZ4JDW2,U046008,,,
WID,Z1 R5,22-23,spark-i198,chtc.wisc.edu,Dell EMC C6400,CZ4HDW2,,CZ4HDW2,U046008,,,
WID,Z1 R5,22-23,spark-i199,chtc.wisc.edu,Dell EMC C6400,CZ4GDW2,,CZ4GDW2,U046008,,,
WID,Z1 R5,24-25,spark-i200,chtc.wisc.edu,Dell EMC C6400,CZ49DW2,,CZ49DW2,U046009,,,
WID,Z1 R5,24-25,spark-i201,chtc.wisc.edu,Dell EMC C6400,CZ48DW2,,CZ48DW2,U046009,,,
WID,Z1 R5,24-25,spark-i202,chtc.wisc.edu,Dell EMC C6400,CZ47DW2,,CZ47DW2,U046009,,,
WID,Z1 R5,24-25,spark-i203,chtc.wisc.edu,Dell EMC C6400,CZ3JDW2,,CZ3JDW2,U046009,,,
WID,Z1 R5,26-27,spark-i188,chtc.wisc.edu,Dell EMC C6400,G1NJ3W2,,G1NJ3W2,G1NJ3W2,,,
WID,Z1 R5,26-27,spark-i189,chtc.wisc.edu,Dell EMC C6400,G1NH3W2,,G1NH3W2,U046006,,,
WID,Z1 R5,26-27,spark-i190,chtc.wisc.edu,Dell EMC C6400,G1MP3W2,,G1MP3W2,U046006,,,
WID,Z1 R5,26-27,spark-i191,chtc.wisc.edu,Dell EMC C6400,G1MN3W2,,G1MN3W2,U046006,,,
WID,Z1 R5,28-29,spark-i192,chtc.wisc.edu,Dell EMC C6400,G1MM3W2,,G1MM3W2,U046007,,,
WID,Z1 R5,28-29,spark-i193,chtc.wisc.edu,Dell EMC C6400,G1ML3W2,,G1ML3W2,U046007,,,
WID,Z1 R5,28-29,spark-i194,chtc.wisc.edu,Dell EMC C6400,G1MK3W2,,G1MK3W2,U046007,,,
WID,Z1 R5,28-29,spark-i195,chtc.wisc.edu,Dell EMC C6400,G1MJ3W2,,G1MJ3W2,U046007,,,
WID,Z2 R7,31,spark-mds-1,chtc.wisc.edu,King Star Xeon 1U,55380010408223W+,,55380010408223W+,U043374,,,"Slide out chassis to view tag, located up top."
WID,Z1 R2,20-23,jcaicedogpu0000,chtc.wisc.edu,sys-420gp-tnr,S425662X3314578,,S425662X3314578,,,,
WID,Z1 R2,24-27,jcaicedogpu0001,chtc.wisc.edu,sys-420gp-tnr,S425662X3314595,,S425662X3314595,,,,
WID,Z1 R11,1,spark-a215,chtc.wisc.edu,PowerEdge R6525,1PGT2Z3,,,U047656,,,
WID,Z1 R11,2,spark-a216,chtc.wisc.edu,PowerEdge R6525,6PGT2Z3,,,U047657,,,
WID,Z1 R11,3,spark-a217,chtc.wisc.edu,PowerEdge R6525,2PGT2Z3,,,U047658,,,
WID,Z1 R11,4,spark-a218,chtc.wisc.edu,PowerEdge R6525,JNGT2Z3,,,U047659,,,
WID,Z1 R11,5,spark-a219,chtc.wisc.edu,PowerEdge R6525,GNGT2Z3,,,U047660,,,
WID,Z1 R11,6,spark-a220,chtc.wisc.edu,PowerEdge R6525,4PGT2Z3,,,U047661,,,
WID,Z1 R11,7,spark-a221,chtc.wisc.edu,PowerEdge R6525,5PGT2Z3,,,U047662,,,
WID,Z1 R11,8,spark-a222,chtc.wisc.edu,PowerEdge R6525,3PGT2Z3,,,U047663,,,
WID,Z1 R11,9,spark-a223,chtc.wisc.edu,PowerEdge R6525,HNGT2Z3,,,U047664,,,
WID,Z1 R11,10,spark-a224,chtc.wisc.edu,PowerEdge R6525,FNGT2Z3,,,U047665,,,
CSB240,C1,16,e459,chtc.wisc.edu,Cisco UCSC-C220-M3S,FCH1819V03Q,,FCH1819V03Q,U011153,,,
OneNeck,5 - 7,1,build4000,chtc.wisc.edu,PowerEdge R6525,,,BDC4RN3,U045024,,,formerly e4000
OneNeck,5 - 7,2,e4001,chtc.wisc.edu,PowerEdge R6525,,,GDC4RN3,U045025,,,
OneNeck,5 - 7,3,e4002,chtc.wisc.edu,PowerEdge R6525,,,FDC4RN3,U045026,,,
OneNeck,5 - 7,4,e4003,chtc.wisc.edu,PowerEdge R6525,,,1FC4RN3,U045027,,,
OneNeck,5 - 7,5,e4004,chtc.wisc.edu,PowerEdge R6525,,,5R44RN3,U045028,,,
OneNeck,5 - 7,6,e4005,chtc.wisc.edu,PowerEdge R6525,,,3R44RN3,U045029,,,
OneNeck,5 - 7,7,e4006,chtc.wisc.edu,PowerEdge R6525,,,9R44RN3,U045030,,,
OneNeck,5 - 7,8,e4007,chtc.wisc.edu,PowerEdge R6525,,,DDC4RN3,U045031,,,
OneNeck,5 - 7,9,e4008,chtc.wisc.edu,PowerEdge R6525,,,JDC4RN3,U045032,,,
OneNeck,5 - 7,10,e4009,chtc.wisc.edu,PowerEdge R6525,,,7R44RN3,U045033,,,
OneNeck,5 - 7,11,e4010,chtc.wisc.edu,PowerEdge R6525,,,CDC4RN3,U045034,,,
OneNeck,5 - 7,12,e4011,chtc.wisc.edu,PowerEdge R6525,,,6R44RN3,U045035,,,
OneNeck,5 - 7,13,e4012,chtc.wisc.edu,PowerEdge R6525,,,4R44RN3,U045036,,,
OneNeck,5 - 7,14,e4013,chtc.wisc.edu,PowerEdge R6525,,,HDC4RN3,U045037,,,
OneNeck,7 - 15,2,e4014,chtc.wisc.edu,PowerEdge R6525,,,29C4RN3,U045038,,,
OneNeck,7 - 15,3,e4015,chtc.wisc.edu,PowerEdge R6525,,,D8C4RN3,U045039,,,
OneNeck,7 - 15,4,e4016,chtc.wisc.edu,PowerEdge R6525,,,39C4RN3,U045040,,,
OneNeck,7 - 15,5,e4017,chtc.wisc.edu,PowerEdge R6525,,,89C4RN3,U045041,,,
OneNeck,7 - 15,6,e4018,chtc.wisc.edu,PowerEdge R6525,,,5DC4RN3,U045042,,,
OneNeck,7 - 15,7,e4019,chtc.wisc.edu,PowerEdge R6525,,,6DC4RN3,U045043,,,
OneNeck,7 - 15,8,e4020,chtc.wisc.edu,PowerEdge R6525,,,8DC4RN3,U045044,,,
OneNeck,7 - 15,9,e4021,chtc.wisc.edu,PowerEdge R6525,,,9DC4RN3,U045045,,,
OneNeck,7 - 15,10,e4022,chtc.wisc.edu,PowerEdge R6525,,,4DC4RN3,U045046,,,
OneNeck,7 - 15,11,e4023,chtc.wisc.edu,PowerEdge R6525,,,19C4RN3,U045047,,,
OneNeck,7 - 15,12,e4024,chtc.wisc.edu,PowerEdge R6525,,,J8C4RN3,U045048,,,
OneNeck,7 - 15,13,build4001,chtc.wisc.edu,PowerEdge R6525,,,F8C4RN3,U045049,,,formerly e4025
OneNeck,7 - 15,14,e4026,chtc.wisc.edu,PowerEdge R6525,,,B8C4RN3,U045050,,,
OneNeck,7 - 14,1,e4027,chtc.wisc.edu,PowerEdge R6525,,,C8C4RN3,U045051,,,
OneNeck,7 - 14,2,e4028,chtc.wisc.edu,PowerEdge R6525,,,B9C4RN3,U045052,,,
OneNeck,7 - 14,3,e4029,chtc.wisc.edu,PowerEdge R6525,,,4CC4RN3,U045053,,,
OneNeck,7 - 14,4,e4030,chtc.wisc.edu,PowerEdge R6525,,,3BC4RN3,U045054,,,
OneNeck,7 - 14,5,e4031,chtc.wisc.edu,PowerEdge R6525,,,8R44RN3,U045055,,,
OneNeck,7 - 14,6,e4032,chtc.wisc.edu,PowerEdge R6525,,,BR44RN3,U045056,,,
OneNeck,7 - 14,7,e4033,chtc.wisc.edu,PowerEdge R6525,,,8BC4RN3,U045057,,,
OneNeck,7 - 14,8,e4034,chtc.wisc.edu,PowerEdge R6525,,,5BC4RN3,U045058,,,
OneNeck,7 - 14,9,e4035,chtc.wisc.edu,PowerEdge R6525,,,4BC4RN3,U045059,,,
OneNeck,7 - 14,10,e4036,chtc.wisc.edu,PowerEdge R6525,,,JQ44RN3,U045060,,,
OneNeck,7 - 14,11,e4037,chtc.wisc.edu,PowerEdge R6525,,,FQ44RN3,U045061,,,
OneNeck,7 - 14,12,e4038,chtc.wisc.edu,PowerEdge R6525,,,2R44RN3,U045062,,,
OneNeck,7 - 14,13,e4039,chtc.wisc.edu,PowerEdge R6525,,,7BC4RN3,U045063,,,
OneNeck,7 - 14,14,e4040,chtc.wisc.edu,PowerEdge R6525,,,9BC4RN3,U045064,,,
OneNeck,7 - 15,1,e4041,chtc.wisc.edu,PowerEdge R6525,,,J9C4RN3,U045065,,,
OneNeck,7 - 13,1,e4042,chtc.wisc.edu,PowerEdge R6525,,,6BC4RN3,U045066,,,
OneNeck,7 - 13,2,e4043,chtc.wisc.edu,PowerEdge R6525,,,2BC4RN3,U045067,,,
OneNeck,7 - 13,3,e4044,chtc.wisc.edu,PowerEdge R6525,,,DQ44RN3,U045068,,,
OneNeck,7 - 13,4,build4002,chtc.wisc.edu,PowerEdge R6525,,,GQ44RN3,U045069,,,fomerly e4045
OneNeck,7 - 13,5,e4046,chtc.wisc.edu,PowerEdge R6525,,,6CC4RN3,U045070,,,
OneNeck,7 - 13,6,e4047,chtc.wisc.edu,PowerEdge R6525,,,7CC4RN3,U045071,,,
OneNeck,7 - 13,7,e4048,chtc.wisc.edu,PowerEdge R6525,,,8CC4RN3,U045072,,,
OneNeck,7 - 13,8,e4049,chtc.wisc.edu,PowerEdge R6525,,,2CC4RN3,U045073,,,
OneNeck,7 - 13,9,e4050,chtc.wisc.edu,PowerEdge R6525,,,9CC4RN3,U045074,,,
OneNeck,7 - 13,10,e4051,chtc.wisc.edu,PowerEdge R6525,,,3CC4RN3,U045075,,,
OneNeck,7 - 13,11,e4052,chtc.wisc.edu,PowerEdge R6525,,,5CC4RN3,U045076,,,
OneNeck,7 - 13,12,e4053,chtc.wisc.edu,PowerEdge R6525,,,BN44RN3,U045077,,,
OneNeck,7 - 13,13,e4054,chtc.wisc.edu,PowerEdge R6525,,,5P44RN3,U045078,,,
OneNeck,7 - 13,14,e4055,chtc.wisc.edu,PowerEdge R6525,,,7P44RN3,U045079,,,
OneNeck,7 - 12,1,e4056,chtc.wisc.edu,PowerEdge R6525,,,BP44RN3,U045080,,,
OneNeck,7 - 12,2,e4057,chtc.wisc.edu,PowerEdge R6525,,,3P44RN3,U045081,,,
OneNeck,7 - 12,3,e4058,chtc.wisc.edu,PowerEdge R6525,,,9P44RN3,U045082,,,
OneNeck,7 - 12,4,e4059,chtc.wisc.edu,PowerEdge R6525,,,G8C4RN3,U045083,,,
OneNeck,7 - 12,5,e4060,chtc.wisc.edu,PowerEdge R6525,,,79C4RN3,U045084,,,
OneNeck,7 - 12,6,e4061,chtc.wisc.edu,PowerEdge R6525,,,8P44RN3,U045085,,,
OneNeck,7 - 12,7,e4062,chtc.wisc.edu,PowerEdge R6525,,,4P44RN3,U045086,,,
OneNeck,7 - 12,8,e4063,chtc.wisc.edu,PowerEdge R6525,,,6P44RN3,U045087,,,
OneNeck,7 - 12,9,e4064,chtc.wisc.edu,PowerEdge R6525,,,C9C4RN3,U045088,,,
OneNeck,7 - 12,10,e4065,chtc.wisc.edu,PowerEdge R6525,,,H9C4RN3,U045089,,,
OneNeck,7 - 12,11,e4066,chtc.wisc.edu,PowerEdge R6525,,,69C4RN3,U045090,,,
OneNeck,7 - 12,12,e4067,chtc.wisc.edu,PowerEdge R6525,,,H8C4RN3,U045091,,,
OneNeck,7 - 12,13,e4068,chtc.wisc.edu,PowerEdge R6525,,,1BC4RN3,U045092,,,
OneNeck,7 - 12,14,e4069,chtc.wisc.edu,PowerEdge R6525,,,GN44RN3,U045093,,,
OneNeck,7 - 11,1,e4070,chtc.wisc.edu,PowerEdge R6525,,,FN44RN3,U045094,,,
OneNeck,7 - 11,2,e4071,chtc.wisc.edu,PowerEdge R6525,,,F9C4RN3,U045095,,,
OneNeck,7 - 11,3,e4072,chtc.wisc.edu,PowerEdge R6525,,,D9C4RN3,U045096,,,
OneNeck,7 - 11,4,e4073,chtc.wisc.edu,PowerEdge R6525,,,59C4RN3,U045097,,,
OneNeck,7 - 11,5,e4074,chtc.wisc.edu,PowerEdge R6525,,,49C4RN3,U045098,,,
OneNeck,7 - 11,6,e4075,chtc.wisc.edu,PowerEdge R6525,,,99C4RN3,U045099,,,
OneNeck,7 - 11,7,e4076,chtc.wisc.edu,PowerEdge R6525,,,2P44RN3,U045100,,,
OneNeck,7 - 11,8,e4077,chtc.wisc.edu,PowerEdge R6525,,,JN44RN3,U045101,,,
OneNeck,7 - 11,9,e4078,chtc.wisc.edu,PowerEdge R6525,,,DN44RN3,U045102,,,
OneNeck,7 - 11,10,e4079,chtc.wisc.edu,PowerEdge R6525,,,1P44RN3,U045103,,,
OneNeck,7 - 11,11,e4080,chtc.wisc.edu,PowerEdge R6525,,,CN44RN3,U045104,,,
OneNeck,7 - 11,12,e4081,chtc.wisc.edu,PowerEdge R6525,,,HN44RN3,U045105,,,
OneNeck,7 - 11,13,e4082,chtc.wisc.edu,PowerEdge R6525,,,2DC4RN3,U045106,,,
OneNeck,7 - 11,14,e4083,chtc.wisc.edu,PowerEdge R6525,,,7DC4RN3,U045107,,,
OneNeck,7 - 10,1,e4084,chtc.wisc.edu,PowerEdge R6525,,,3DC4RN3,U045108,,,
OneNeck,7 - 10,2,e4085,chtc.wisc.edu,PowerEdge R6525,,,G9C4RN3,U045109,,,
OneNeck,7 - 10,3,e4086,chtc.wisc.edu,PowerEdge R6525,,,8Q44RN3,U045110,,,
OneNeck,7 - 10,4,e4087,chtc.wisc.edu,PowerEdge R6525,,,7Q44RN3,U045111,,,
OneNeck,7 - 10,5,e4088,chtc.wisc.edu,PowerEdge R6525,,,5Q44RN3,U045113,,,
OneNeck,7 - 10,6,e4089,chtc.wisc.edu,PowerEdge R6525,,,9Q44RN3,U045114,,,
OneNeck,7 - 10,7,e4090,chtc.wisc.edu,PowerEdge R6525,,,4Q44RN3,U045115,,,
OneNeck,7 - 10,8,e4091,chtc.wisc.edu,PowerEdge R6525,,,6Q44RN3,U045116,,,
OneNeck,7 - 10,9,e4092,chtc.wisc.edu,PowerEdge R6525,,,7N44RN3,U045117,,,
OneNeck,7 - 10,10,e4093,chtc.wisc.edu,PowerEdge R6525,,,9N44RN3,U045118,,,
OneNeck,7 - 10,11,e4094,chtc.wisc.edu,PowerEdge R6525,,,6N44RN3,U045119,,,
OneNeck,7 - 10,12,e4095,chtc.wisc.edu,PowerEdge R6525,,,8N44RN3,U045120,,,
OneNeck,7 - 10,13,e4096,chtc.wisc.edu,PowerEdge R6525,,,BQ44RN3,U045121,,,
OneNeck,7 - 10,14,e4097,chtc.wisc.edu,PowerEdge R6525,,,3Q44RN3,U045122,,,
OneNeck,5 - 9,39,tiger4000,chtc.wisc.edu,PowerEdge R640,,,D58XZV2,U035968,,,
